State,State,Year,Crime Types
3453,Campeche,2016,Otros delitos que atentan contra la vida y la integridad corporal
3454,Campeche,2016,Secuestro
3455,Campeche,2016,Secuestro
3456,Campeche,2016,Secuestro
3457,Campeche,2016,Secuestro
3458,Campeche,2016,Secuestro
3459,Campeche,2016,Tráfico de menores
3460,Campeche,2016,Rapto
3461,Campeche,2016,Otros delitos que atentan contra la libertad personal
3462,Campeche,2016,Abuso sexual
3463,Campeche,2016,Acoso sexual
3464,Campeche,2016,Hostigamiento sexual
3465,Campeche,2016,Violación simple
3466,Campeche,2016,Violación equiparada
3467,Campeche,2016,Incesto
3468,Campeche,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
3469,Campeche,2016,Robo
3470,Campeche,2016,Robo
3471,Campeche,2016,Robo
3472,Campeche,2016,Robo
3473,Campeche,2016,Robo
3474,Campeche,2016,Robo
3475,Campeche,2016,Robo
3476,Campeche,2016,Robo
3477,Campeche,2016,Robo
3478,Campeche,2016,Robo
3479,Campeche,2016,Robo
3480,Campeche,2016,Robo
3481,Campeche,2016,Robo
3482,Campeche,2016,Robo
3483,Campeche,2016,Robo
3484,Campeche,2016,Robo
3485,Campeche,2016,Robo
3486,Campeche,2016,Robo
3487,Campeche,2016,Robo
3488,Campeche,2016,Robo
3489,Campeche,2016,Robo
3490,Campeche,2016,Robo
3491,Campeche,2016,Robo
3492,Campeche,2016,Robo
3493,Campeche,2016,Robo
3494,Campeche,2016,Robo
3495,Campeche,2016,Robo
3496,Campeche,2016,Robo
3497,Campeche,2016,Robo
3498,Campeche,2016,Robo
3499,Campeche,2016,Robo
3500,Campeche,2016,Robo
3501,Campeche,2016,Robo
3502,Campeche,2016,Robo
3503,Campeche,2016,Robo
3504,Campeche,2016,Robo
3505,Campeche,2016,Fraude
3506,Campeche,2016,Abuso de confianza
3507,Campeche,2016,Extorsión
3508,Campeche,2016,Daño a la propiedad
3509,Campeche,2016,Despojo
3510,Campeche,2016,Otros delitos contra el patrimonio
3511,Campeche,2016,Violencia familiar
3512,Campeche,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
3513,Campeche,2016,Incumplimiento de obligaciones de asistencia familiar
3514,Campeche,2016,Otros delitos contra la familia
3515,Campeche,2016,Corrupción de menores
3516,Campeche,2016,Trata de personas
3517,Campeche,2016,Otros delitos contra la sociedad
3518,Campeche,2016,Narcomenudeo
3519,Campeche,2016,Amenazas
3520,Campeche,2016,Allanamiento de morada
3521,Campeche,2016,Evasión de presos
3522,Campeche,2016,Falsedad
3523,Campeche,2016,Falsificación
3524,Campeche,2016,Contra el medio ambiente
3525,Campeche,2016,Delitos cometidos por servidores públicos
3526,Campeche,2016,Electorales
3527,Campeche,2016,Otros delitos del Fuero Común
3528,Coahuila de Zaragoza,2016,Homicidio
3529,Coahuila de Zaragoza,2016,Homicidio
3530,Coahuila de Zaragoza,2016,Homicidio
3531,Coahuila de Zaragoza,2016,Homicidio
3532,Coahuila de Zaragoza,2016,Homicidio
3533,Coahuila de Zaragoza,2016,Homicidio
3534,Coahuila de Zaragoza,2016,Homicidio
3535,Coahuila de Zaragoza,2016,Homicidio
3536,Coahuila de Zaragoza,2016,Homicidio
3537,Coahuila de Zaragoza,2016,Lesiones
3538,Coahuila de Zaragoza,2016,Lesiones
3539,Coahuila de Zaragoza,2016,Lesiones
3540,Coahuila de Zaragoza,2016,Lesiones
3541,Coahuila de Zaragoza,2016,Lesiones
3542,Coahuila de Zaragoza,2016,Lesiones
3543,Coahuila de Zaragoza,2016,Lesiones
3544,Coahuila de Zaragoza,2016,Lesiones
3545,Coahuila de Zaragoza,2016,Lesiones
3546,Coahuila de Zaragoza,2016,Feminicidio
3547,Coahuila de Zaragoza,2016,Feminicidio
3548,Coahuila de Zaragoza,2016,Feminicidio
3549,Coahuila de Zaragoza,2016,Feminicidio
3550,Coahuila de Zaragoza,2016,Aborto
3551,Coahuila de Zaragoza,2016,Otros delitos que atentan contra la vida y la integridad corporal
3552,Coahuila de Zaragoza,2016,Secuestro
3553,Coahuila de Zaragoza,2016,Secuestro
3554,Coahuila de Zaragoza,2016,Secuestro
3555,Coahuila de Zaragoza,2016,Secuestro
3556,Coahuila de Zaragoza,2016,Secuestro
3557,Coahuila de Zaragoza,2016,Tráfico de menores
3558,Coahuila de Zaragoza,2016,Rapto
3559,Coahuila de Zaragoza,2016,Otros delitos que atentan contra la libertad personal
3560,Coahuila de Zaragoza,2016,Abuso sexual
3561,Coahuila de Zaragoza,2016,Acoso sexual
3562,Coahuila de Zaragoza,2016,Hostigamiento sexual
3563,Coahuila de Zaragoza,2016,Violación simple
3564,Coahuila de Zaragoza,2016,Violación equiparada
3565,Coahuila de Zaragoza,2016,Incesto
3566,Coahuila de Zaragoza,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
3567,Coahuila de Zaragoza,2016,Robo
3568,Coahuila de Zaragoza,2016,Robo
3569,Coahuila de Zaragoza,2016,Robo
3570,Coahuila de Zaragoza,2016,Robo
3571,Coahuila de Zaragoza,2016,Robo
3572,Coahuila de Zaragoza,2016,Robo
3573,Coahuila de Zaragoza,2016,Robo
3574,Coahuila de Zaragoza,2016,Robo
3575,Coahuila de Zaragoza,2016,Robo
3576,Coahuila de Zaragoza,2016,Robo
3577,Coahuila de Zaragoza,2016,Robo
3578,Coahuila de Zaragoza,2016,Robo
3579,Coahuila de Zaragoza,2016,Robo
3580,Coahuila de Zaragoza,2016,Robo
3581,Coahuila de Zaragoza,2016,Robo
3582,Coahuila de Zaragoza,2016,Robo
3583,Coahuila de Zaragoza,2016,Robo
3584,Coahuila de Zaragoza,2016,Robo
3585,Coahuila de Zaragoza,2016,Robo
3586,Coahuila de Zaragoza,2016,Robo
3587,Coahuila de Zaragoza,2016,Robo
3588,Coahuila de Zaragoza,2016,Robo
3589,Coahuila de Zaragoza,2016,Robo
3590,Coahuila de Zaragoza,2016,Robo
3591,Coahuila de Zaragoza,2016,Robo
3592,Coahuila de Zaragoza,2016,Robo
3593,Coahuila de Zaragoza,2016,Robo
3594,Coahuila de Zaragoza,2016,Robo
3595,Coahuila de Zaragoza,2016,Robo
3596,Coahuila de Zaragoza,2016,Robo
3597,Coahuila de Zaragoza,2016,Robo
3598,Coahuila de Zaragoza,2016,Robo
3599,Coahuila de Zaragoza,2016,Robo
3600,Coahuila de Zaragoza,2016,Robo
3601,Coahuila de Zaragoza,2016,Robo
3602,Coahuila de Zaragoza,2016,Robo
3603,Coahuila de Zaragoza,2016,Fraude
3604,Coahuila de Zaragoza,2016,Abuso de confianza
3605,Coahuila de Zaragoza,2016,Extorsión
3606,Coahuila de Zaragoza,2016,Daño a la propiedad
3607,Coahuila de Zaragoza,2016,Despojo
3608,Coahuila de Zaragoza,2016,Otros delitos contra el patrimonio
3609,Coahuila de Zaragoza,2016,Violencia familiar
3610,Coahuila de Zaragoza,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
3611,Coahuila de Zaragoza,2016,Incumplimiento de obligaciones de asistencia familiar
3612,Coahuila de Zaragoza,2016,Otros delitos contra la familia
3613,Coahuila de Zaragoza,2016,Corrupción de menores
3614,Coahuila de Zaragoza,2016,Trata de personas
3615,Coahuila de Zaragoza,2016,Otros delitos contra la sociedad
3616,Coahuila de Zaragoza,2016,Narcomenudeo
3617,Coahuila de Zaragoza,2016,Amenazas
3618,Coahuila de Zaragoza,2016,Allanamiento de morada
3619,Coahuila de Zaragoza,2016,Evasión de presos
3620,Coahuila de Zaragoza,2016,Falsedad
3621,Coahuila de Zaragoza,2016,Falsificación
3622,Coahuila de Zaragoza,2016,Contra el medio ambiente
3623,Coahuila de Zaragoza,2016,Delitos cometidos por servidores públicos
3624,Coahuila de Zaragoza,2016,Electorales
3625,Coahuila de Zaragoza,2016,Otros delitos del Fuero Común
3626,Colima,2016,Homicidio
3627,Colima,2016,Homicidio
3628,Colima,2016,Homicidio
3629,Colima,2016,Homicidio
3630,Colima,2016,Homicidio
3631,Colima,2016,Homicidio
3632,Colima,2016,Homicidio
3633,Colima,2016,Homicidio
3634,Colima,2016,Homicidio
3635,Colima,2016,Lesiones
3636,Colima,2016,Lesiones
3637,Colima,2016,Lesiones
3638,Colima,2016,Lesiones
3639,Colima,2016,Lesiones
3640,Colima,2016,Lesiones
3641,Colima,2016,Lesiones
3642,Colima,2016,Lesiones
3643,Colima,2016,Lesiones
3644,Colima,2016,Feminicidio
3645,Colima,2016,Feminicidio
3646,Colima,2016,Feminicidio
3647,Colima,2016,Feminicidio
3648,Colima,2016,Aborto
3649,Colima,2016,Otros delitos que atentan contra la vida y la integridad corporal
3650,Colima,2016,Secuestro
3651,Colima,2016,Secuestro
3652,Colima,2016,Secuestro
3653,Colima,2016,Secuestro
3654,Colima,2016,Secuestro
3655,Colima,2016,Tráfico de menores
3656,Colima,2016,Rapto
3657,Colima,2016,Otros delitos que atentan contra la libertad personal
3658,Colima,2016,Abuso sexual
3659,Colima,2016,Acoso sexual
3660,Colima,2016,Hostigamiento sexual
3661,Colima,2016,Violación simple
3662,Colima,2016,Violación equiparada
3663,Colima,2016,Incesto
3664,Colima,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
3665,Colima,2016,Robo
3666,Colima,2016,Robo
3667,Colima,2016,Robo
3668,Colima,2016,Robo
3669,Colima,2016,Robo
3670,Colima,2016,Robo
3671,Colima,2016,Robo
3672,Colima,2016,Robo
3673,Colima,2016,Robo
3674,Colima,2016,Robo
3675,Colima,2016,Robo
3676,Colima,2016,Robo
3677,Colima,2016,Robo
3678,Colima,2016,Robo
3679,Colima,2016,Robo
3680,Colima,2016,Robo
3681,Colima,2016,Robo
3682,Colima,2016,Robo
3683,Colima,2016,Robo
3684,Colima,2016,Robo
3685,Colima,2016,Robo
3686,Colima,2016,Robo
3687,Colima,2016,Robo
3688,Colima,2016,Robo
3689,Colima,2016,Robo
3690,Colima,2016,Robo
3691,Colima,2016,Robo
3692,Colima,2016,Robo
3693,Colima,2016,Robo
3694,Colima,2016,Robo
3695,Colima,2016,Robo
3696,Colima,2016,Robo
3697,Colima,2016,Robo
3698,Colima,2016,Robo
3699,Colima,2016,Robo
3700,Colima,2016,Robo
3701,Colima,2016,Fraude
3702,Colima,2016,Abuso de confianza
3703,Colima,2016,Extorsión
3704,Colima,2016,Daño a la propiedad
3705,Colima,2016,Despojo
3706,Colima,2016,Otros delitos contra el patrimonio
3707,Colima,2016,Violencia familiar
3708,Colima,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
3709,Colima,2016,Incumplimiento de obligaciones de asistencia familiar
3710,Colima,2016,Otros delitos contra la familia
3711,Colima,2016,Corrupción de menores
3712,Colima,2016,Trata de personas
3713,Colima,2016,Otros delitos contra la sociedad
3714,Colima,2016,Narcomenudeo
3715,Colima,2016,Amenazas
3716,Colima,2016,Allanamiento de morada
3717,Colima,2016,Evasión de presos
3718,Colima,2016,Falsedad
3719,Colima,2016,Falsificación
3720,Colima,2016,Contra el medio ambiente
3721,Colima,2016,Delitos cometidos por servidores públicos
3722,Colima,2016,Electorales
3723,Colima,2016,Otros delitos del Fuero Común
3724,Chiapas,2016,Homicidio
3725,Chiapas,2016,Homicidio
3726,Chiapas,2016,Homicidio
3727,Chiapas,2016,Homicidio
3728,Chiapas,2016,Homicidio
3729,Chiapas,2016,Homicidio
3730,Chiapas,2016,Homicidio
3731,Chiapas,2016,Homicidio
3732,Chiapas,2016,Homicidio
3733,Chiapas,2016,Lesiones
3734,Chiapas,2016,Lesiones
3735,Chiapas,2016,Lesiones
3736,Chiapas,2016,Lesiones
3737,Chiapas,2016,Lesiones
3738,Chiapas,2016,Lesiones
3739,Chiapas,2016,Lesiones
3740,Chiapas,2016,Lesiones
3741,Chiapas,2016,Lesiones
3742,Chiapas,2016,Feminicidio
3743,Chiapas,2016,Feminicidio
3744,Chiapas,2016,Feminicidio
3745,Chiapas,2016,Feminicidio
3746,Chiapas,2016,Aborto
3747,Chiapas,2016,Otros delitos que atentan contra la vida y la integridad corporal
3748,Chiapas,2016,Secuestro
3749,Chiapas,2016,Secuestro
3750,Chiapas,2016,Secuestro
3751,Chiapas,2016,Secuestro
3752,Chiapas,2016,Secuestro
3753,Chiapas,2016,Tráfico de menores
3754,Chiapas,2016,Rapto
3755,Chiapas,2016,Otros delitos que atentan contra la libertad personal
3756,Chiapas,2016,Abuso sexual
3757,Chiapas,2016,Acoso sexual
3758,Chiapas,2016,Hostigamiento sexual
3759,Chiapas,2016,Violación simple
3760,Chiapas,2016,Violación equiparada
3761,Chiapas,2016,Incesto
3762,Chiapas,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
3763,Chiapas,2016,Robo
3764,Chiapas,2016,Robo
3765,Chiapas,2016,Robo
3766,Chiapas,2016,Robo
3767,Chiapas,2016,Robo
3768,Chiapas,2016,Robo
3769,Chiapas,2016,Robo
3770,Chiapas,2016,Robo
3771,Chiapas,2016,Robo
3772,Chiapas,2016,Robo
3773,Chiapas,2016,Robo
3774,Chiapas,2016,Robo
3775,Chiapas,2016,Robo
3776,Chiapas,2016,Robo
3777,Chiapas,2016,Robo
3778,Chiapas,2016,Robo
3779,Chiapas,2016,Robo
3780,Chiapas,2016,Robo
3781,Chiapas,2016,Robo
3782,Chiapas,2016,Robo
3783,Chiapas,2016,Robo
3784,Chiapas,2016,Robo
3785,Chiapas,2016,Robo
3786,Chiapas,2016,Robo
3787,Chiapas,2016,Robo
3788,Chiapas,2016,Robo
3789,Chiapas,2016,Robo
3790,Chiapas,2016,Robo
3791,Chiapas,2016,Robo
3792,Chiapas,2016,Robo
3793,Chiapas,2016,Robo
3794,Chiapas,2016,Robo
3795,Chiapas,2016,Robo
3796,Chiapas,2016,Robo
3797,Chiapas,2016,Robo
3798,Chiapas,2016,Robo
3799,Chiapas,2016,Fraude
3800,Chiapas,2016,Abuso de confianza
3801,Chiapas,2016,Extorsión
3802,Chiapas,2016,Daño a la propiedad
3803,Chiapas,2016,Despojo
3804,Chiapas,2016,Otros delitos contra el patrimonio
3805,Chiapas,2016,Violencia familiar
3806,Chiapas,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
3807,Chiapas,2016,Incumplimiento de obligaciones de asistencia familiar
3808,Chiapas,2016,Otros delitos contra la familia
3809,Chiapas,2016,Corrupción de menores
3810,Chiapas,2016,Trata de personas
3811,Chiapas,2016,Otros delitos contra la sociedad
3812,Chiapas,2016,Narcomenudeo
3813,Chiapas,2016,Amenazas
3814,Chiapas,2016,Allanamiento de morada
3815,Chiapas,2016,Evasión de presos
3816,Chiapas,2016,Falsedad
3817,Chiapas,2016,Falsificación
3818,Chiapas,2016,Contra el medio ambiente
3819,Chiapas,2016,Delitos cometidos por servidores públicos
3820,Chiapas,2016,Electorales
3821,Chiapas,2016,Otros delitos del Fuero Común
3822,Chihuahua,2016,Homicidio
3823,Chihuahua,2016,Homicidio
3824,Chihuahua,2016,Homicidio
3825,Chihuahua,2016,Homicidio
3826,Chihuahua,2016,Homicidio
3827,Chihuahua,2016,Homicidio
3828,Chihuahua,2016,Homicidio
3829,Chihuahua,2016,Homicidio
3830,Chihuahua,2016,Homicidio
3831,Chihuahua,2016,Lesiones
3832,Chihuahua,2016,Lesiones
3833,Chihuahua,2016,Lesiones
3834,Chihuahua,2016,Lesiones
3835,Chihuahua,2016,Lesiones
3836,Chihuahua,2016,Lesiones
3837,Chihuahua,2016,Lesiones
3838,Chihuahua,2016,Lesiones
3839,Chihuahua,2016,Lesiones
3840,Chihuahua,2016,Feminicidio
3841,Chihuahua,2016,Feminicidio
3842,Chihuahua,2016,Feminicidio
3843,Chihuahua,2016,Feminicidio
3844,Chihuahua,2016,Aborto
3845,Chihuahua,2016,Otros delitos que atentan contra la vida y la integridad corporal
3846,Chihuahua,2016,Secuestro
3847,Chihuahua,2016,Secuestro
3848,Chihuahua,2016,Secuestro
3849,Chihuahua,2016,Secuestro
3850,Chihuahua,2016,Secuestro
3851,Chihuahua,2016,Tráfico de menores
3852,Chihuahua,2016,Rapto
3853,Chihuahua,2016,Otros delitos que atentan contra la libertad personal
3854,Chihuahua,2016,Abuso sexual
3855,Chihuahua,2016,Acoso sexual
3856,Chihuahua,2016,Hostigamiento sexual
3857,Chihuahua,2016,Violación simple
3858,Chihuahua,2016,Violación equiparada
3859,Chihuahua,2016,Incesto
3860,Chihuahua,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
3861,Chihuahua,2016,Robo
3862,Chihuahua,2016,Robo
3863,Chihuahua,2016,Robo
3864,Chihuahua,2016,Robo
3865,Chihuahua,2016,Robo
3866,Chihuahua,2016,Robo
3867,Chihuahua,2016,Robo
3868,Chihuahua,2016,Robo
3869,Chihuahua,2016,Robo
3870,Chihuahua,2016,Robo
3871,Chihuahua,2016,Robo
3872,Chihuahua,2016,Robo
3873,Chihuahua,2016,Robo
3874,Chihuahua,2016,Robo
3875,Chihuahua,2016,Robo
3876,Chihuahua,2016,Robo
3877,Chihuahua,2016,Robo
3878,Chihuahua,2016,Robo
3879,Chihuahua,2016,Robo
3880,Chihuahua,2016,Robo
3881,Chihuahua,2016,Robo
3882,Chihuahua,2016,Robo
3883,Chihuahua,2016,Robo
3884,Chihuahua,2016,Robo
3885,Chihuahua,2016,Robo
3886,Chihuahua,2016,Robo
3887,Chihuahua,2016,Robo
3888,Chihuahua,2016,Robo
3889,Chihuahua,2016,Robo
3890,Chihuahua,2016,Robo
3891,Chihuahua,2016,Robo
3892,Chihuahua,2016,Robo
3893,Chihuahua,2016,Robo
3894,Chihuahua,2016,Robo
3895,Chihuahua,2016,Robo
3896,Chihuahua,2016,Robo
3897,Chihuahua,2016,Fraude
3898,Chihuahua,2016,Abuso de confianza
3899,Chihuahua,2016,Extorsión
3900,Chihuahua,2016,Daño a la propiedad
3901,Chihuahua,2016,Despojo
3902,Chihuahua,2016,Otros delitos contra el patrimonio
3903,Chihuahua,2016,Violencia familiar
3904,Chihuahua,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
3905,Chihuahua,2016,Incumplimiento de obligaciones de asistencia familiar
3906,Chihuahua,2016,Otros delitos contra la familia
3907,Chihuahua,2016,Corrupción de menores
3908,Chihuahua,2016,Trata de personas
3909,Chihuahua,2016,Otros delitos contra la sociedad
3910,Chihuahua,2016,Narcomenudeo
3911,Chihuahua,2016,Amenazas
3912,Chihuahua,2016,Allanamiento de morada
3913,Chihuahua,2016,Evasión de presos
3914,Chihuahua,2016,Falsedad
3915,Chihuahua,2016,Falsificación
3916,Chihuahua,2016,Contra el medio ambiente
3917,Chihuahua,2016,Delitos cometidos por servidores públicos
3918,Chihuahua,2016,Electorales
3919,Chihuahua,2016,Otros delitos del Fuero Común
3920,Ciudad de México,2016,Homicidio
3921,Ciudad de México,2016,Homicidio
3922,Ciudad de México,2016,Homicidio
3923,Ciudad de México,2016,Homicidio
3924,Ciudad de México,2016,Homicidio
3925,Ciudad de México,2016,Homicidio
3926,Ciudad de México,2016,Homicidio
3927,Ciudad de México,2016,Homicidio
3928,Ciudad de México,2016,Homicidio
3929,Ciudad de México,2016,Lesiones
3930,Ciudad de México,2016,Lesiones
3931,Ciudad de México,2016,Lesiones
3932,Ciudad de México,2016,Lesiones
3933,Ciudad de México,2016,Lesiones
3934,Ciudad de México,2016,Lesiones
3935,Ciudad de México,2016,Lesiones
3936,Ciudad de México,2016,Lesiones
3937,Ciudad de México,2016,Lesiones
3938,Ciudad de México,2016,Feminicidio
3939,Ciudad de México,2016,Feminicidio
3940,Ciudad de México,2016,Feminicidio
3941,Ciudad de México,2016,Feminicidio
3942,Ciudad de México,2016,Aborto
3943,Ciudad de México,2016,Otros delitos que atentan contra la vida y la integridad corporal
3944,Ciudad de México,2016,Secuestro
3945,Ciudad de México,2016,Secuestro
3946,Ciudad de México,2016,Secuestro
3947,Ciudad de México,2016,Secuestro
3948,Ciudad de México,2016,Secuestro
3949,Ciudad de México,2016,Tráfico de menores
3950,Ciudad de México,2016,Rapto
3951,Ciudad de México,2016,Otros delitos que atentan contra la libertad personal
3952,Ciudad de México,2016,Abuso sexual
3953,Ciudad de México,2016,Acoso sexual
3954,Ciudad de México,2016,Hostigamiento sexual
3955,Ciudad de México,2016,Violación simple
3956,Ciudad de México,2016,Violación equiparada
3957,Ciudad de México,2016,Incesto
3958,Ciudad de México,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
3959,Ciudad de México,2016,Robo
3960,Ciudad de México,2016,Robo
3961,Ciudad de México,2016,Robo
3962,Ciudad de México,2016,Robo
3963,Ciudad de México,2016,Robo
3964,Ciudad de México,2016,Robo
3965,Ciudad de México,2016,Robo
3966,Ciudad de México,2016,Robo
3967,Ciudad de México,2016,Robo
3968,Ciudad de México,2016,Robo
3969,Ciudad de México,2016,Robo
3970,Ciudad de México,2016,Robo
3971,Ciudad de México,2016,Robo
3972,Ciudad de México,2016,Robo
3973,Ciudad de México,2016,Robo
3974,Ciudad de México,2016,Robo
3975,Ciudad de México,2016,Robo
3976,Ciudad de México,2016,Robo
3977,Ciudad de México,2016,Robo
3978,Ciudad de México,2016,Robo
3979,Ciudad de México,2016,Robo
3980,Ciudad de México,2016,Robo
3981,Ciudad de México,2016,Robo
3982,Ciudad de México,2016,Robo
3983,Ciudad de México,2016,Robo
3984,Ciudad de México,2016,Robo
3985,Ciudad de México,2016,Robo
3986,Ciudad de México,2016,Robo
3987,Ciudad de México,2016,Robo
3988,Ciudad de México,2016,Robo
3989,Ciudad de México,2016,Robo
3990,Ciudad de México,2016,Robo
3991,Ciudad de México,2016,Robo
3992,Ciudad de México,2016,Robo
3993,Ciudad de México,2016,Robo
3994,Ciudad de México,2016,Robo
3995,Ciudad de México,2016,Fraude
3996,Ciudad de México,2016,Abuso de confianza
3997,Ciudad de México,2016,Extorsión
3998,Ciudad de México,2016,Daño a la propiedad
3999,Ciudad de México,2016,Despojo
4000,Ciudad de México,2016,Otros delitos contra el patrimonio
4001,Ciudad de México,2016,Violencia familiar
4002,Ciudad de México,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
4003,Ciudad de México,2016,Incumplimiento de obligaciones de asistencia familiar
4004,Ciudad de México,2016,Otros delitos contra la familia
4005,Ciudad de México,2016,Corrupción de menores
4006,Ciudad de México,2016,Trata de personas
4007,Ciudad de México,2016,Otros delitos contra la sociedad
4008,Ciudad de México,2016,Narcomenudeo
4009,Ciudad de México,2016,Amenazas
4010,Ciudad de México,2016,Allanamiento de morada
4011,Ciudad de México,2016,Evasión de presos
4012,Ciudad de México,2016,Falsedad
4013,Ciudad de México,2016,Falsificación
4014,Ciudad de México,2016,Contra el medio ambiente
4015,Ciudad de México,2016,Delitos cometidos por servidores públicos
4016,Ciudad de México,2016,Electorales
4017,Ciudad de México,2016,Otros delitos del Fuero Común
4018,Durango,2016,Homicidio
4019,Durango,2016,Homicidio
4020,Durango,2016,Homicidio
4021,Durango,2016,Homicidio
4022,Durango,2016,Homicidio
4023,Durango,2016,Homicidio
4024,Durango,2016,Homicidio
4025,Durango,2016,Homicidio
4026,Durango,2016,Homicidio
4027,Durango,2016,Lesiones
4028,Durango,2016,Lesiones
4029,Durango,2016,Lesiones
4030,Durango,2016,Lesiones
4031,Durango,2016,Lesiones
4032,Durango,2016,Lesiones
4033,Durango,2016,Lesiones
4034,Durango,2016,Lesiones
4035,Durango,2016,Lesiones
4036,Durango,2016,Feminicidio
4037,Durango,2016,Feminicidio
4038,Durango,2016,Feminicidio
4039,Durango,2016,Feminicidio
4040,Durango,2016,Aborto
4041,Durango,2016,Otros delitos que atentan contra la vida y la integridad corporal
4042,Durango,2016,Secuestro
4043,Durango,2016,Secuestro
4044,Durango,2016,Secuestro
4045,Durango,2016,Secuestro
4046,Durango,2016,Secuestro
4047,Durango,2016,Tráfico de menores
4048,Durango,2016,Rapto
4049,Durango,2016,Otros delitos que atentan contra la libertad personal
4050,Durango,2016,Abuso sexual
4051,Durango,2016,Acoso sexual
4052,Durango,2016,Hostigamiento sexual
4053,Durango,2016,Violación simple
4054,Durango,2016,Violación equiparada
4055,Durango,2016,Incesto
4056,Durango,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
4057,Durango,2016,Robo
4058,Durango,2016,Robo
4059,Durango,2016,Robo
4060,Durango,2016,Robo
4061,Durango,2016,Robo
4062,Durango,2016,Robo
4063,Durango,2016,Robo
4064,Durango,2016,Robo
4065,Durango,2016,Robo
4066,Durango,2016,Robo
4067,Durango,2016,Robo
4068,Durango,2016,Robo
4069,Durango,2016,Robo
4070,Durango,2016,Robo
4071,Durango,2016,Robo
4072,Durango,2016,Robo
4073,Durango,2016,Robo
4074,Durango,2016,Robo
4075,Durango,2016,Robo
4076,Durango,2016,Robo
4077,Durango,2016,Robo
4078,Durango,2016,Robo
4079,Durango,2016,Robo
4080,Durango,2016,Robo
4081,Durango,2016,Robo
4082,Durango,2016,Robo
4083,Durango,2016,Robo
4084,Durango,2016,Robo
4085,Durango,2016,Robo
4086,Durango,2016,Robo
4087,Durango,2016,Robo
4088,Durango,2016,Robo
4089,Durango,2016,Robo
4090,Durango,2016,Robo
4091,Durango,2016,Robo
4092,Durango,2016,Robo
4093,Durango,2016,Fraude
4094,Durango,2016,Abuso de confianza
4095,Durango,2016,Extorsión
4096,Durango,2016,Daño a la propiedad
4097,Durango,2016,Despojo
4098,Durango,2016,Otros delitos contra el patrimonio
4099,Durango,2016,Violencia familiar
4100,Durango,2016,Violencia de género en todas sus modalidades distinta a la violencia familiar
4101,Durango,2016,Incumplimiento de obligaciones de asistencia familiar
4102,Durango,2016,Otros delitos contra la familia
4103,Durango,2016,Corrupción de menores
4104,Durango,2016,Trata de personas
4105,Durango,2016,Otros delitos contra la sociedad
4106,Durango,2016,Narcomenudeo
4107,Durango,2016,Amenazas
4108,Durango,2016,Allanamiento de morada
4109,Durango,2016,Evasión de presos
4110,Durango,2016,Falsedad
4111,Durango,2016,Falsificación
4112,Durango,2016,Contra el medio ambiente
4113,Durango,2016,Delitos cometidos por servidores públicos
4114,Durango,2016,Electorales
4115,Durango,2016,Otros delitos del Fuero Común
4116,Guanajuato,2016,Homicidio
4117,Guanajuato,2016,Homicidio
4118,Guanajuato,2016,Homicidio
4119,Guanajuato,2016,Homicidio
4120,Guanajuato,2016,Homicidio
4121,Guanajuato,2016,Homicidio
4122,Guanajuato,2016,Homicidio
4123,Guanajuato,2016,Homicidio
4124,Guanajuato,2016,Homicidio
4125,Guanajuato,2016,Lesiones
4126,Guanajuato,2016,Lesiones
4127,Guanajuato,2016,Lesiones
4128,Guanajuato,2016,Lesiones
4129,Guanajuato,2016,Lesiones
4130,Guanajuato,2016,Lesiones
4131,Guanajuato,2016,Lesiones
4132,Guanajuato,2016,Lesiones
4133,Guanajuato,2016,Lesiones
4134,Guanajuato,2016,Feminicidio
4135,Guanajuato,2016,Feminicidio
4136,Guanajuato,2016,Feminicidio
4137,Guanajuato,2016,Feminicidio
4138,Guanajuato,2016,Aborto
4139,Guanajuato,2016,Otros delitos que atentan contra la vida y la integridad corporal
4140,Guanajuato,2016,Secuestro
4141,Guanajuato,2016,Secuestro
4142,Guanajuato,2016,Secuestro
4143,Guanajuato,2016,Secuestro
4144,Guanajuato,2016,Secuestro
4145,Guanajuato,2016,Tráfico de menores
4146,Guanajuato,2016,Rapto
4147,Guanajuato,2016,Otros delitos que atentan contra la libertad personal
4148,Guanajuato,2016,Abuso sexual
4149,Guanajuato,2016,Acoso sexual
4150,Guanajuato,2016,Hostigamiento sexual
4151,Guanajuato,2016,Violación simple
4152,Guanajuato,2016,Violación equiparada
4153,Guanajuato,2016,Incesto
4154,Guanajuato,2016,Otros delitos que atentan contra la libertad y la seguridad sexual
4155,Guanajuato,2016,Robo
4156,Guanajuato,2016,Robo
4157,Guanajuato,2016,Robo
