State,State,Year,Crime Types
15462,Veracruz de Ignacio de la Llave,2019,Abuso de confianza
15463,Veracruz de Ignacio de la Llave,2019,Extorsión
15464,Veracruz de Ignacio de la Llave,2019,Daño a la propiedad
15465,Veracruz de Ignacio de la Llave,2019,Despojo
15466,Veracruz de Ignacio de la Llave,2019,Otros delitos contra el patrimonio
15467,Veracruz de Ignacio de la Llave,2019,Violencia familiar
15468,Veracruz de Ignacio de la Llave,2019,Violencia de género en todas sus modalidades distinta a la violencia familiar
15469,Veracruz de Ignacio de la Llave,2019,Incumplimiento de obligaciones de asistencia familiar
15470,Veracruz de Ignacio de la Llave,2019,Otros delitos contra la familia
15471,Veracruz de Ignacio de la Llave,2019,Corrupción de menores
15472,Veracruz de Ignacio de la Llave,2019,Trata de personas
15473,Veracruz de Ignacio de la Llave,2019,Otros delitos contra la sociedad
15474,Veracruz de Ignacio de la Llave,2019,Narcomenudeo
15475,Veracruz de Ignacio de la Llave,2019,Amenazas
15476,Veracruz de Ignacio de la Llave,2019,Allanamiento de morada
15477,Veracruz de Ignacio de la Llave,2019,Evasión de presos
15478,Veracruz de Ignacio de la Llave,2019,Falsedad
15479,Veracruz de Ignacio de la Llave,2019,Falsificación
15480,Veracruz de Ignacio de la Llave,2019,Contra el medio ambiente
15481,Veracruz de Ignacio de la Llave,2019,Delitos cometidos por servidores públicos
15482,Veracruz de Ignacio de la Llave,2019,Electorales
15483,Veracruz de Ignacio de la Llave,2019,Otros delitos del Fuero Común
15484,Yucatán,2019,Homicidio
15485,Yucatán,2019,Homicidio
15486,Yucatán,2019,Homicidio
15487,Yucatán,2019,Homicidio
15488,Yucatán,2019,Homicidio
15489,Yucatán,2019,Homicidio
15490,Yucatán,2019,Homicidio
15491,Yucatán,2019,Homicidio
15492,Yucatán,2019,Homicidio
15493,Yucatán,2019,Lesiones
15494,Yucatán,2019,Lesiones
15495,Yucatán,2019,Lesiones
15496,Yucatán,2019,Lesiones
15497,Yucatán,2019,Lesiones
15498,Yucatán,2019,Lesiones
15499,Yucatán,2019,Lesiones
15500,Yucatán,2019,Lesiones
15501,Yucatán,2019,Lesiones
15502,Yucatán,2019,Feminicidio
15503,Yucatán,2019,Feminicidio
15504,Yucatán,2019,Feminicidio
15505,Yucatán,2019,Feminicidio
15506,Yucatán,2019,Aborto
15507,Yucatán,2019,Otros delitos que atentan contra la vida y la integridad corporal
15508,Yucatán,2019,Secuestro
15509,Yucatán,2019,Secuestro
15510,Yucatán,2019,Secuestro
15511,Yucatán,2019,Secuestro
15512,Yucatán,2019,Secuestro
15513,Yucatán,2019,Tráfico de menores
15514,Yucatán,2019,Rapto
15515,Yucatán,2019,Otros delitos que atentan contra la libertad personal
15516,Yucatán,2019,Abuso sexual
15517,Yucatán,2019,Acoso sexual
15518,Yucatán,2019,Hostigamiento sexual
15519,Yucatán,2019,Violación simple
15520,Yucatán,2019,Violación equiparada
15521,Yucatán,2019,Incesto
15522,Yucatán,2019,Otros delitos que atentan contra la libertad y la seguridad sexual
15523,Yucatán,2019,Robo
15524,Yucatán,2019,Robo
15525,Yucatán,2019,Robo
15526,Yucatán,2019,Robo
15527,Yucatán,2019,Robo
15528,Yucatán,2019,Robo
15529,Yucatán,2019,Robo
15530,Yucatán,2019,Robo
15531,Yucatán,2019,Robo
15532,Yucatán,2019,Robo
15533,Yucatán,2019,Robo
15534,Yucatán,2019,Robo
15535,Yucatán,2019,Robo
15536,Yucatán,2019,Robo
15537,Yucatán,2019,Robo
15538,Yucatán,2019,Robo
15539,Yucatán,2019,Robo
15540,Yucatán,2019,Robo
15541,Yucatán,2019,Robo
15542,Yucatán,2019,Robo
15543,Yucatán,2019,Robo
15544,Yucatán,2019,Robo
15545,Yucatán,2019,Robo
15546,Yucatán,2019,Robo
15547,Yucatán,2019,Robo
15548,Yucatán,2019,Robo
15549,Yucatán,2019,Robo
15550,Yucatán,2019,Robo
15551,Yucatán,2019,Robo
15552,Yucatán,2019,Robo
15553,Yucatán,2019,Robo
15554,Yucatán,2019,Robo
15555,Yucatán,2019,Robo
15556,Yucatán,2019,Robo
15557,Yucatán,2019,Robo
15558,Yucatán,2019,Robo
15559,Yucatán,2019,Fraude
15560,Yucatán,2019,Abuso de confianza
15561,Yucatán,2019,Extorsión
15562,Yucatán,2019,Daño a la propiedad
15563,Yucatán,2019,Despojo
15564,Yucatán,2019,Otros delitos contra el patrimonio
15565,Yucatán,2019,Violencia familiar
15566,Yucatán,2019,Violencia de género en todas sus modalidades distinta a la violencia familiar
15567,Yucatán,2019,Incumplimiento de obligaciones de asistencia familiar
15568,Yucatán,2019,Otros delitos contra la familia
15569,Yucatán,2019,Corrupción de menores
15570,Yucatán,2019,Trata de personas
15571,Yucatán,2019,Otros delitos contra la sociedad
15572,Yucatán,2019,Narcomenudeo
15573,Yucatán,2019,Amenazas
15574,Yucatán,2019,Allanamiento de morada
15575,Yucatán,2019,Evasión de presos
15576,Yucatán,2019,Falsedad
15577,Yucatán,2019,Falsificación
15578,Yucatán,2019,Contra el medio ambiente
15579,Yucatán,2019,Delitos cometidos por servidores públicos
15580,Yucatán,2019,Electorales
15581,Yucatán,2019,Otros delitos del Fuero Común
15582,Zacatecas,2019,Homicidio
15583,Zacatecas,2019,Homicidio
15584,Zacatecas,2019,Homicidio
15585,Zacatecas,2019,Homicidio
15586,Zacatecas,2019,Homicidio
15587,Zacatecas,2019,Homicidio
15588,Zacatecas,2019,Homicidio
15589,Zacatecas,2019,Homicidio
15590,Zacatecas,2019,Homicidio
15591,Zacatecas,2019,Lesiones
15592,Zacatecas,2019,Lesiones
15593,Zacatecas,2019,Lesiones
15594,Zacatecas,2019,Lesiones
15595,Zacatecas,2019,Lesiones
15596,Zacatecas,2019,Lesiones
15597,Zacatecas,2019,Lesiones
15598,Zacatecas,2019,Lesiones
15599,Zacatecas,2019,Lesiones
15600,Zacatecas,2019,Feminicidio
15601,Zacatecas,2019,Feminicidio
15602,Zacatecas,2019,Feminicidio
15603,Zacatecas,2019,Feminicidio
15604,Zacatecas,2019,Aborto
15605,Zacatecas,2019,Otros delitos que atentan contra la vida y la integridad corporal
15606,Zacatecas,2019,Secuestro
15607,Zacatecas,2019,Secuestro
15608,Zacatecas,2019,Secuestro
15609,Zacatecas,2019,Secuestro
15610,Zacatecas,2019,Secuestro
15611,Zacatecas,2019,Tráfico de menores
15612,Zacatecas,2019,Rapto
15613,Zacatecas,2019,Otros delitos que atentan contra la libertad personal
15614,Zacatecas,2019,Abuso sexual
15615,Zacatecas,2019,Acoso sexual
15616,Zacatecas,2019,Hostigamiento sexual
15617,Zacatecas,2019,Violación simple
15618,Zacatecas,2019,Violación equiparada
15619,Zacatecas,2019,Incesto
15620,Zacatecas,2019,Otros delitos que atentan contra la libertad y la seguridad sexual
15621,Zacatecas,2019,Robo
15622,Zacatecas,2019,Robo
15623,Zacatecas,2019,Robo
15624,Zacatecas,2019,Robo
15625,Zacatecas,2019,Robo
15626,Zacatecas,2019,Robo
15627,Zacatecas,2019,Robo
15628,Zacatecas,2019,Robo
15629,Zacatecas,2019,Robo
15630,Zacatecas,2019,Robo
15631,Zacatecas,2019,Robo
15632,Zacatecas,2019,Robo
15633,Zacatecas,2019,Robo
15634,Zacatecas,2019,Robo
15635,Zacatecas,2019,Robo
15636,Zacatecas,2019,Robo
15637,Zacatecas,2019,Robo
15638,Zacatecas,2019,Robo
15639,Zacatecas,2019,Robo
15640,Zacatecas,2019,Robo
15641,Zacatecas,2019,Robo
15642,Zacatecas,2019,Robo
15643,Zacatecas,2019,Robo
15644,Zacatecas,2019,Robo
15645,Zacatecas,2019,Robo
15646,Zacatecas,2019,Robo
15647,Zacatecas,2019,Robo
15648,Zacatecas,2019,Robo
15649,Zacatecas,2019,Robo
15650,Zacatecas,2019,Robo
15651,Zacatecas,2019,Robo
15652,Zacatecas,2019,Robo
15653,Zacatecas,2019,Robo
15654,Zacatecas,2019,Robo
15655,Zacatecas,2019,Robo
15656,Zacatecas,2019,Robo
15657,Zacatecas,2019,Fraude
15658,Zacatecas,2019,Abuso de confianza
15659,Zacatecas,2019,Extorsión
15660,Zacatecas,2019,Daño a la propiedad
15661,Zacatecas,2019,Despojo
15662,Zacatecas,2019,Otros delitos contra el patrimonio
15663,Zacatecas,2019,Violencia familiar
15664,Zacatecas,2019,Violencia de género en todas sus modalidades distinta a la violencia familiar
15665,Zacatecas,2019,Incumplimiento de obligaciones de asistencia familiar
15666,Zacatecas,2019,Otros delitos contra la familia
15667,Zacatecas,2019,Corrupción de menores
15668,Zacatecas,2019,Trata de personas
15669,Zacatecas,2019,Otros delitos contra la sociedad
15670,Zacatecas,2019,Narcomenudeo
15671,Zacatecas,2019,Amenazas
15672,Zacatecas,2019,Allanamiento de morada
15673,Zacatecas,2019,Evasión de presos
15674,Zacatecas,2019,Falsedad
15675,Zacatecas,2019,Falsificación
15676,Zacatecas,2019,Contra el medio ambiente
15677,Zacatecas,2019,Delitos cometidos por servidores públicos
15678,Zacatecas,2019,Electorales
15679,Zacatecas,2019,Otros delitos del Fuero Común
15680,Aguascalientes,2020,Homicidio
15681,Aguascalientes,2020,Homicidio
15682,Aguascalientes,2020,Homicidio
15683,Aguascalientes,2020,Homicidio
15684,Aguascalientes,2020,Homicidio
15685,Aguascalientes,2020,Homicidio
15686,Aguascalientes,2020,Homicidio
15687,Aguascalientes,2020,Homicidio
15688,Aguascalientes,2020,Homicidio
15689,Aguascalientes,2020,Lesiones
15690,Aguascalientes,2020,Lesiones
15691,Aguascalientes,2020,Lesiones
15692,Aguascalientes,2020,Lesiones
15693,Aguascalientes,2020,Lesiones
15694,Aguascalientes,2020,Lesiones
15695,Aguascalientes,2020,Lesiones
15696,Aguascalientes,2020,Lesiones
15697,Aguascalientes,2020,Lesiones
15698,Aguascalientes,2020,Feminicidio
15699,Aguascalientes,2020,Feminicidio
15700,Aguascalientes,2020,Feminicidio
15701,Aguascalientes,2020,Feminicidio
15702,Aguascalientes,2020,Aborto
15703,Aguascalientes,2020,Otros delitos que atentan contra la vida y la integridad corporal
15704,Aguascalientes,2020,Secuestro
15705,Aguascalientes,2020,Secuestro
15706,Aguascalientes,2020,Secuestro
15707,Aguascalientes,2020,Secuestro
15708,Aguascalientes,2020,Secuestro
15709,Aguascalientes,2020,Tráfico de menores
15710,Aguascalientes,2020,Rapto
15711,Aguascalientes,2020,Otros delitos que atentan contra la libertad personal
15712,Aguascalientes,2020,Abuso sexual
15713,Aguascalientes,2020,Acoso sexual
15714,Aguascalientes,2020,Hostigamiento sexual
15715,Aguascalientes,2020,Violación simple
15716,Aguascalientes,2020,Violación equiparada
15717,Aguascalientes,2020,Incesto
15718,Aguascalientes,2020,Otros delitos que atentan contra la libertad y la seguridad sexual
15719,Aguascalientes,2020,Robo
15720,Aguascalientes,2020,Robo
15721,Aguascalientes,2020,Robo
15722,Aguascalientes,2020,Robo
15723,Aguascalientes,2020,Robo
15724,Aguascalientes,2020,Robo
15725,Aguascalientes,2020,Robo
15726,Aguascalientes,2020,Robo
15727,Aguascalientes,2020,Robo
15728,Aguascalientes,2020,Robo
15729,Aguascalientes,2020,Robo
15730,Aguascalientes,2020,Robo
15731,Aguascalientes,2020,Robo
15732,Aguascalientes,2020,Robo
15733,Aguascalientes,2020,Robo
15734,Aguascalientes,2020,Robo
15735,Aguascalientes,2020,Robo
15736,Aguascalientes,2020,Robo
15737,Aguascalientes,2020,Robo
15738,Aguascalientes,2020,Robo
15739,Aguascalientes,2020,Robo
15740,Aguascalientes,2020,Robo
15741,Aguascalientes,2020,Robo
15742,Aguascalientes,2020,Robo
15743,Aguascalientes,2020,Robo
15744,Aguascalientes,2020,Robo
15745,Aguascalientes,2020,Robo
15746,Aguascalientes,2020,Robo
15747,Aguascalientes,2020,Robo
15748,Aguascalientes,2020,Robo
15749,Aguascalientes,2020,Robo
15750,Aguascalientes,2020,Robo
15751,Aguascalientes,2020,Robo
15752,Aguascalientes,2020,Robo
15753,Aguascalientes,2020,Robo
15754,Aguascalientes,2020,Robo
15755,Aguascalientes,2020,Fraude
15756,Aguascalientes,2020,Abuso de confianza
15757,Aguascalientes,2020,Extorsión
15758,Aguascalientes,2020,Daño a la propiedad
15759,Aguascalientes,2020,Despojo
15760,Aguascalientes,2020,Otros delitos contra el patrimonio
15761,Aguascalientes,2020,Violencia familiar
15762,Aguascalientes,2020,Violencia de género en todas sus modalidades distinta a la violencia familiar
15763,Aguascalientes,2020,Incumplimiento de obligaciones de asistencia familiar
15764,Aguascalientes,2020,Otros delitos contra la familia
15765,Aguascalientes,2020,Corrupción de menores
15766,Aguascalientes,2020,Trata de personas
15767,Aguascalientes,2020,Otros delitos contra la sociedad
15768,Aguascalientes,2020,Narcomenudeo
15769,Aguascalientes,2020,Amenazas
15770,Aguascalientes,2020,Allanamiento de morada
15771,Aguascalientes,2020,Evasión de presos
15772,Aguascalientes,2020,Falsedad
15773,Aguascalientes,2020,Falsificación
15774,Aguascalientes,2020,Contra el medio ambiente
15775,Aguascalientes,2020,Delitos cometidos por servidores públicos
15776,Aguascalientes,2020,Electorales
15777,Aguascalientes,2020,Otros delitos del Fuero Común
15778,Baja California,2020,Homicidio
15779,Baja California,2020,Homicidio
15780,Baja California,2020,Homicidio
15781,Baja California,2020,Homicidio
15782,Baja California,2020,Homicidio
15783,Baja California,2020,Homicidio
15784,Baja California,2020,Homicidio
15785,Baja California,2020,Homicidio
15786,Baja California,2020,Homicidio
15787,Baja California,2020,Lesiones
15788,Baja California,2020,Lesiones
15789,Baja California,2020,Lesiones
15790,Baja California,2020,Lesiones
15791,Baja California,2020,Lesiones
15792,Baja California,2020,Lesiones
15793,Baja California,2020,Lesiones
15794,Baja California,2020,Lesiones
15795,Baja California,2020,Lesiones
15796,Baja California,2020,Feminicidio
15797,Baja California,2020,Feminicidio
15798,Baja California,2020,Feminicidio
15799,Baja California,2020,Feminicidio
15800,Baja California,2020,Aborto
15801,Baja California,2020,Otros delitos que atentan contra la vida y la integridad corporal
15802,Baja California,2020,Secuestro
15803,Baja California,2020,Secuestro
15804,Baja California,2020,Secuestro
15805,Baja California,2020,Secuestro
15806,Baja California,2020,Secuestro
15807,Baja California,2020,Tráfico de menores
15808,Baja California,2020,Rapto
15809,Baja California,2020,Otros delitos que atentan contra la libertad personal
15810,Baja California,2020,Abuso sexual
15811,Baja California,2020,Acoso sexual
15812,Baja California,2020,Hostigamiento sexual
15813,Baja California,2020,Violación simple
15814,Baja California,2020,Violación equiparada
15815,Baja California,2020,Incesto
15816,Baja California,2020,Otros delitos que atentan contra la libertad y la seguridad sexual
15817,Baja California,2020,Robo
15818,Baja California,2020,Robo
15819,Baja California,2020,Robo
15820,Baja California,2020,Robo
15821,Baja California,2020,Robo
15822,Baja California,2020,Robo
15823,Baja California,2020,Robo
15824,Baja California,2020,Robo
15825,Baja California,2020,Robo
15826,Baja California,2020,Robo
15827,Baja California,2020,Robo
15828,Baja California,2020,Robo
15829,Baja California,2020,Robo
15830,Baja California,2020,Robo
15831,Baja California,2020,Robo
15832,Baja California,2020,Robo
15833,Baja California,2020,Robo
15834,Baja California,2020,Robo
15835,Baja California,2020,Robo
15836,Baja California,2020,Robo
15837,Baja California,2020,Robo
15838,Baja California,2020,Robo
15839,Baja California,2020,Robo
15840,Baja California,2020,Robo
15841,Baja California,2020,Robo
15842,Baja California,2020,Robo
15843,Baja California,2020,Robo
15844,Baja California,2020,Robo
15845,Baja California,2020,Robo
15846,Baja California,2020,Robo
15847,Baja California,2020,Robo
15848,Baja California,2020,Robo
15849,Baja California,2020,Robo
15850,Baja California,2020,Robo
15851,Baja California,2020,Robo
15852,Baja California,2020,Robo
15853,Baja California,2020,Fraude
15854,Baja California,2020,Abuso de confianza
15855,Baja California,2020,Extorsión
15856,Baja California,2020,Daño a la propiedad
15857,Baja California,2020,Despojo
15858,Baja California,2020,Otros delitos contra el patrimonio
15859,Baja California,2020,Violencia familiar
15860,Baja California,2020,Violencia de género en todas sus modalidades distinta a la violencia familiar
15861,Baja California,2020,Incumplimiento de obligaciones de asistencia familiar
15862,Baja California,2020,Otros delitos contra la familia
15863,Baja California,2020,Corrupción de menores
15864,Baja California,2020,Trata de personas
15865,Baja California,2020,Otros delitos contra la sociedad
15866,Baja California,2020,Narcomenudeo
15867,Baja California,2020,Amenazas
15868,Baja California,2020,Allanamiento de morada
15869,Baja California,2020,Evasión de presos
15870,Baja California,2020,Falsedad
15871,Baja California,2020,Falsificación
15872,Baja California,2020,Contra el medio ambiente
15873,Baja California,2020,Delitos cometidos por servidores públicos
15874,Baja California,2020,Electorales
15875,Baja California,2020,Otros delitos del Fuero Común
15876,Baja California Sur,2020,Homicidio
15877,Baja California Sur,2020,Homicidio
15878,Baja California Sur,2020,Homicidio
15879,Baja California Sur,2020,Homicidio
15880,Baja California Sur,2020,Homicidio
15881,Baja California Sur,2020,Homicidio
15882,Baja California Sur,2020,Homicidio
15883,Baja California Sur,2020,Homicidio
15884,Baja California Sur,2020,Homicidio
15885,Baja California Sur,2020,Lesiones
15886,Baja California Sur,2020,Lesiones
15887,Baja California Sur,2020,Lesiones
15888,Baja California Sur,2020,Lesiones
15889,Baja California Sur,2020,Lesiones
15890,Baja California Sur,2020,Lesiones
15891,Baja California Sur,2020,Lesiones
15892,Baja California Sur,2020,Lesiones
15893,Baja California Sur,2020,Lesiones
15894,Baja California Sur,2020,Feminicidio
15895,Baja California Sur,2020,Feminicidio
15896,Baja California Sur,2020,Feminicidio
15897,Baja California Sur,2020,Feminicidio
15898,Baja California Sur,2020,Aborto
15899,Baja California Sur,2020,Otros delitos que atentan contra la vida y la integridad corporal
15900,Baja California Sur,2020,Secuestro
15901,Baja California Sur,2020,Secuestro
15902,Baja California Sur,2020,Secuestro
15903,Baja California Sur,2020,Secuestro
15904,Baja California Sur,2020,Secuestro
15905,Baja California Sur,2020,Tráfico de menores
15906,Baja California Sur,2020,Rapto
15907,Baja California Sur,2020,Otros delitos que atentan contra la libertad personal
15908,Baja California Sur,2020,Abuso sexual
15909,Baja California Sur,2020,Acoso sexual
15910,Baja California Sur,2020,Hostigamiento sexual
15911,Baja California Sur,2020,Violación simple
15912,Baja California Sur,2020,Violación equiparada
15913,Baja California Sur,2020,Incesto
15914,Baja California Sur,2020,Otros delitos que atentan contra la libertad y la seguridad sexual
15915,Baja California Sur,2020,Robo
15916,Baja California Sur,2020,Robo
15917,Baja California Sur,2020,Robo
15918,Baja California Sur,2020,Robo
15919,Baja California Sur,2020,Robo
15920,Baja California Sur,2020,Robo
15921,Baja California Sur,2020,Robo
15922,Baja California Sur,2020,Robo
15923,Baja California Sur,2020,Robo
15924,Baja California Sur,2020,Robo
15925,Baja California Sur,2020,Robo
15926,Baja California Sur,2020,Robo
15927,Baja California Sur,2020,Robo
15928,Baja California Sur,2020,Robo
15929,Baja California Sur,2020,Robo
15930,Baja California Sur,2020,Robo
15931,Baja California Sur,2020,Robo
15932,Baja California Sur,2020,Robo
15933,Baja California Sur,2020,Robo
15934,Baja California Sur,2020,Robo
15935,Baja California Sur,2020,Robo
15936,Baja California Sur,2020,Robo
15937,Baja California Sur,2020,Robo
15938,Baja California Sur,2020,Robo
15939,Baja California Sur,2020,Robo
15940,Baja California Sur,2020,Robo
15941,Baja California Sur,2020,Robo
15942,Baja California Sur,2020,Robo
15943,Baja California Sur,2020,Robo
15944,Baja California Sur,2020,Robo
15945,Baja California Sur,2020,Robo
15946,Baja California Sur,2020,Robo
15947,Baja California Sur,2020,Robo
15948,Baja California Sur,2020,Robo
15949,Baja California Sur,2020,Robo
15950,Baja California Sur,2020,Robo
15951,Baja California Sur,2020,Fraude
15952,Baja California Sur,2020,Abuso de confianza
15953,Baja California Sur,2020,Extorsión
15954,Baja California Sur,2020,Daño a la propiedad
15955,Baja California Sur,2020,Despojo
15956,Baja California Sur,2020,Otros delitos contra el patrimonio
15957,Baja California Sur,2020,Violencia familiar
15958,Baja California Sur,2020,Violencia de género en todas sus modalidades distinta a la violencia familiar
15959,Baja California Sur,2020,Incumplimiento de obligaciones de asistencia familiar
15960,Baja California Sur,2020,Otros delitos contra la familia
15961,Baja California Sur,2020,Corrupción de menores
15962,Baja California Sur,2020,Trata de personas
15963,Baja California Sur,2020,Otros delitos contra la sociedad
15964,Baja California Sur,2020,Narcomenudeo
15965,Baja California Sur,2020,Amenazas
15966,Baja California Sur,2020,Allanamiento de morada
15967,Baja California Sur,2020,Evasión de presos
15968,Baja California Sur,2020,Falsedad
15969,Baja California Sur,2020,Falsificación
15970,Baja California Sur,2020,Contra el medio ambiente
15971,Baja California Sur,2020,Delitos cometidos por servidores públicos
15972,Baja California Sur,2020,Electorales
15973,Baja California Sur,2020,Otros delitos del Fuero Común
15974,Campeche,2020,Homicidio
15975,Campeche,2020,Homicidio
15976,Campeche,2020,Homicidio
15977,Campeche,2020,Homicidio
15978,Campeche,2020,Homicidio
15979,Campeche,2020,Homicidio
15980,Campeche,2020,Homicidio
15981,Campeche,2020,Homicidio
15982,Campeche,2020,Homicidio
15983,Campeche,2020,Lesiones
15984,Campeche,2020,Lesiones
15985,Campeche,2020,Lesiones
15986,Campeche,2020,Lesiones
15987,Campeche,2020,Lesiones
15988,Campeche,2020,Lesiones
15989,Campeche,2020,Lesiones
15990,Campeche,2020,Lesiones
15991,Campeche,2020,Lesiones
15992,Campeche,2020,Feminicidio
15993,Campeche,2020,Feminicidio
15994,Campeche,2020,Feminicidio
15995,Campeche,2020,Feminicidio
15996,Campeche,2020,Aborto
15997,Campeche,2020,Otros delitos que atentan contra la vida y la integridad corporal
15998,Campeche,2020,Secuestro
15999,Campeche,2020,Secuestro
16000,Campeche,2020,Secuestro
16001,Campeche,2020,Secuestro
16002,Campeche,2020,Secuestro
16003,Campeche,2020,Tráfico de menores
16004,Campeche,2020,Rapto
16005,Campeche,2020,Otros delitos que atentan contra la libertad personal
16006,Campeche,2020,Abuso sexual
16007,Campeche,2020,Acoso sexual
16008,Campeche,2020,Hostigamiento sexual
16009,Campeche,2020,Violación simple
16010,Campeche,2020,Violación equiparada
16011,Campeche,2020,Incesto
16012,Campeche,2020,Otros delitos que atentan contra la libertad y la seguridad sexual
16013,Campeche,2020,Robo
16014,Campeche,2020,Robo
16015,Campeche,2020,Robo
16016,Campeche,2020,Robo
16017,Campeche,2020,Robo
16018,Campeche,2020,Robo
16019,Campeche,2020,Robo
16020,Campeche,2020,Robo
16021,Campeche,2020,Robo
16022,Campeche,2020,Robo
16023,Campeche,2020,Robo
16024,Campeche,2020,Robo
16025,Campeche,2020,Robo
16026,Campeche,2020,Robo
16027,Campeche,2020,Robo
16028,Campeche,2020,Robo
16029,Campeche,2020,Robo
16030,Campeche,2020,Robo
16031,Campeche,2020,Robo
16032,Campeche,2020,Robo
16033,Campeche,2020,Robo
16034,Campeche,2020,Robo
16035,Campeche,2020,Robo
16036,Campeche,2020,Robo
16037,Campeche,2020,Robo
16038,Campeche,2020,Robo
16039,Campeche,2020,Robo
16040,Campeche,2020,Robo
16041,Campeche,2020,Robo
16042,Campeche,2020,Robo
16043,Campeche,2020,Robo
16044,Campeche,2020,Robo
16045,Campeche,2020,Robo
16046,Campeche,2020,Robo
16047,Campeche,2020,Robo
16048,Campeche,2020,Robo
16049,Campeche,2020,Fraude
16050,Campeche,2020,Abuso de confianza
16051,Campeche,2020,Extorsión
16052,Campeche,2020,Daño a la propiedad
16053,Campeche,2020,Despojo
16054,Campeche,2020,Otros delitos contra el patrimonio
16055,Campeche,2020,Violencia familiar
16056,Campeche,2020,Violencia de género en todas sus modalidades distinta a la violencia familiar
16057,Campeche,2020,Incumplimiento de obligaciones de asistencia familiar
16058,Campeche,2020,Otros delitos contra la familia
16059,Campeche,2020,Corrupción de menores
16060,Campeche,2020,Trata de personas
16061,Campeche,2020,Otros delitos contra la sociedad
16062,Campeche,2020,Narcomenudeo
16063,Campeche,2020,Amenazas
16064,Campeche,2020,Allanamiento de morada
16065,Campeche,2020,Evasión de presos
16066,Campeche,2020,Falsedad
16067,Campeche,2020,Falsificación
16068,Campeche,2020,Contra el medio ambiente
16069,Campeche,2020,Delitos cometidos por servidores públicos
16070,Campeche,2020,Electorales
16071,Campeche,2020,Otros delitos del Fuero Común
16072,Coahuila de Zaragoza,2020,Homicidio
16073,Coahuila de Zaragoza,2020,Homicidio
16074,Coahuila de Zaragoza,2020,Homicidio
16075,Coahuila de Zaragoza,2020,Homicidio
16076,Coahuila de Zaragoza,2020,Homicidio
16077,Coahuila de Zaragoza,2020,Homicidio
16078,Coahuila de Zaragoza,2020,Homicidio
16079,Coahuila de Zaragoza,2020,Homicidio
16080,Coahuila de Zaragoza,2020,Homicidio
16081,Coahuila de Zaragoza,2020,Lesiones
16082,Coahuila de Zaragoza,2020,Lesiones
16083,Coahuila de Zaragoza,2020,Lesiones
16084,Coahuila de Zaragoza,2020,Lesiones
16085,Coahuila de Zaragoza,2020,Lesiones
16086,Coahuila de Zaragoza,2020,Lesiones
16087,Coahuila de Zaragoza,2020,Lesiones
16088,Coahuila de Zaragoza,2020,Lesiones
16089,Coahuila de Zaragoza,2020,Lesiones
16090,Coahuila de Zaragoza,2020,Feminicidio
16091,Coahuila de Zaragoza,2020,Feminicidio
16092,Coahuila de Zaragoza,2020,Feminicidio
16093,Coahuila de Zaragoza,2020,Feminicidio
16094,Coahuila de Zaragoza,2020,Aborto
16095,Coahuila de Zaragoza,2020,Otros delitos que atentan contra la vida y la integridad corporal
16096,Coahuila de Zaragoza,2020,Secuestro
16097,Coahuila de Zaragoza,2020,Secuestro
16098,Coahuila de Zaragoza,2020,Secuestro
16099,Coahuila de Zaragoza,2020,Secuestro
16100,Coahuila de Zaragoza,2020,Secuestro
16101,Coahuila de Zaragoza,2020,Tráfico de menores
16102,Coahuila de Zaragoza,2020,Rapto
16103,Coahuila de Zaragoza,2020,Otros delitos que atentan contra la libertad personal
16104,Coahuila de Zaragoza,2020,Abuso sexual
16105,Coahuila de Zaragoza,2020,Acoso sexual
16106,Coahuila de Zaragoza,2020,Hostigamiento sexual
16107,Coahuila de Zaragoza,2020,Violación simple
16108,Coahuila de Zaragoza,2020,Violación equiparada
16109,Coahuila de Zaragoza,2020,Incesto
16110,Coahuila de Zaragoza,2020,Otros delitos que atentan contra la libertad y la seguridad sexual
16111,Coahuila de Zaragoza,2020,Robo
16112,Coahuila de Zaragoza,2020,Robo
16113,Coahuila de Zaragoza,2020,Robo
16114,Coahuila de Zaragoza,2020,Robo
16115,Coahuila de Zaragoza,2020,Robo
16116,Coahuila de Zaragoza,2020,Robo
16117,Coahuila de Zaragoza,2020,Robo
16118,Coahuila de Zaragoza,2020,Robo
16119,Coahuila de Zaragoza,2020,Robo
16120,Coahuila de Zaragoza,2020,Robo
16121,Coahuila de Zaragoza,2020,Robo
16122,Coahuila de Zaragoza,2020,Robo
16123,Coahuila de Zaragoza,2020,Robo
16124,Coahuila de Zaragoza,2020,Robo
16125,Coahuila de Zaragoza,2020,Robo
16126,Coahuila de Zaragoza,2020,Robo
16127,Coahuila de Zaragoza,2020,Robo
16128,Coahuila de Zaragoza,2020,Robo
16129,Coahuila de Zaragoza,2020,Robo
16130,Coahuila de Zaragoza,2020,Robo
16131,Coahuila de Zaragoza,2020,Robo
16132,Coahuila de Zaragoza,2020,Robo
16133,Coahuila de Zaragoza,2020,Robo
16134,Coahuila de Zaragoza,2020,Robo
16135,Coahuila de Zaragoza,2020,Robo
16136,Coahuila de Zaragoza,2020,Robo
16137,Coahuila de Zaragoza,2020,Robo
16138,Coahuila de Zaragoza,2020,Robo
16139,Coahuila de Zaragoza,2020,Robo
16140,Coahuila de Zaragoza,2020,Robo
16141,Coahuila de Zaragoza,2020,Robo
16142,Coahuila de Zaragoza,2020,Robo
